 0: 0: 0.   0, 0/ 0/20 0, -0.0000, -0.0000,0.000000
 9:25:11. 441, 0/ 0/20 0, -0.0000, -0.0000,0.000000
 9:25:11. 441,23/ 7/2025, -0.0000, -0.0000,0.000000
 9:28:11.   0,23/ 7/2025,5250.0366,-246.0604,106.400002
 9:31:11.   0,23/ 7/2025,5250.0298,-246.0796,158.699997
 9:34:11.   0,23/ 7/2025,5250.0405,-246.0680,158.000000
 9:37:11.   0,23/ 7/2025,5250.0449,-246.0685,158.899994
 9:40:11.   0,23/ 7/2025,5250.0439,-246.0642,154.699997
 9:43:11.   0,23/ 7/2025,5250.0454,-246.0615,148.500000
 9:46:11.   0,23/ 7/2025,5250.0474,-246.0616,136.899994
 9:49:11.   0,23/ 7/2025,5250.0454,-246.0650,133.699997
 9:52:11.   0,23/ 7/2025,5250.0352,-246.0670,128.300003
 9:55:11.   0,23/ 7/2025,5250.0410,-246.0633,127.000000
 9:58:11.   0,23/ 7/2025,5250.0391,-246.0651,123.699997
10: 1:11.   0,23/ 7/2025,5250.0381,-246.0621,117.900002
10: 4:11.   0,23/ 7/2025,5250.0322,-246.0621,112.800003
10: 7:11.   0,23/ 7/2025,5250.0366,-246.0593,108.300003
10:10:11.   0,23/ 7/2025,5250.0361,-246.0598,104.900002
10:13:11.   0,23/ 7/2025,5250.0352,-246.0587,103.400002
10:16:11.   0,23/ 7/2025,5250.0332,-246.0574,103.000000
10:19:11.   0,23/ 7/2025,5250.0317,-246.0576,102.099998
10:22:11.   0,23/ 7/2025,5250.0356,-246.0667,92.599998
10:25:11.   0,23/ 7/2025,5250.0454,-246.1069,85.900002
10:28:11.   0,23/ 7/2025,5250.0454,-246.1117,88.800003
10:31:11.   0,23/ 7/2025,5250.0459,-246.1104,89.000000
10:34:11.   0,23/ 7/2025,5250.0454,-246.1102,89.300003
10:37:11.   0,23/ 7/2025,5250.0454,-246.1100,89.199997
10:40:11.   0,23/ 7/2025,5250.0547,-246.1335,88.400002
10:43:11.   0,23/ 7/2025,5249.8535,-246.2075,90.599998
10:46:11.   0,23/ 7/2025,5250.5918,-244.9933,355.700012
10:49:11.   0,23/ 7/2025,5246.7129,-248.2905,973.200012
10:52:11.   0,23/ 7/2025,5243.8125,-253.8272,1510.599976
10:55:11.   0,23/ 7/2025,5240.7915,-258.9562,1890.000000
10:58:11.   0,23/ 7/2025,5240.0654,-305.5839,1809.099976
11: 1:11.   0,23/ 7/2025,5235.9644,-309.2620,1860.199951
11: 4:11.   0,23/ 7/2025,5238.4346,-309.9454,1817.400024
