-63.00,10.50,1599.41,5250.0332031,-246.0630035,100.5999985,5.3496094,2,23/07/2025 09:58:32,52.833885,-2.7677166,100.6,5.3496094
-63.00,10.25,1599.41,5250.0332031,-246.0630951,100.6999969,5.3496094,2,23/07/2025 09:58:32,52.833885,-2.7677183,100.7,5.3496094
-63.00,10.75,1599.41,5250.0336914,-246.0632019,100.8000031,5.3431640,2,23/07/2025 09:58:35,52.833897,-2.76772,100.8,5.343164
-63.00,11.00,1599.41,5250.0336914,-246.0632019,100.8000031,5.3496094,2,23/07/2025 09:58:35,52.833897,-2.76772,100.8,5.3496094
-63.00,11.25,1599.41,5250.0332031,-246.0657043,116.3000031,5.3431640,2,23/07/2025 09:58:32,52.833885,-2.7677617,116.3,5.343164
-63.00,10.50,1599.41,5250.0332031,-246.0655060,116.3000031,5.3496094,2,23/07/2025 09:58:32,52.833885,-2.7677584,116.3,5.3496094
-61.00,11.50,1599.41,5250.0332031,-246.0653992,116.3000031,5.3496094,2,23/07/2025 09:58:32,52.833885,-2.7677567,116.3,5.3496094
-63.00,11.00,1599.41,5250.0327148,-246.0653076,116.3000031,5.3496094,2,23/07/2025 09:58:42,52.833878,-2.767755,116.3,5.3496094
-62.00,10.75,1599.41,5250.0317383,-246.0650024,116.4000015,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.76775,116.4,5.3496094
-64.00,14.00,1599.41,5250.0317383,-246.0650024,116.4000015,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.76775,116.4,5.3496094
-63.00,10.50,1599.41,5250.0312500,-246.0650024,116.4000015,5.3496094,2,23/07/2025 09:58:47,52.833855,-2.76775,116.4,5.3496094
-62.00,11.00,1599.41,5250.0307617,-246.0648041,116.4000015,5.3431640,2,23/07/2025 09:58:48,52.833847,-2.7677467,116.4,5.343164
-63.00,10.50,1599.41,5250.0307617,-246.0646973,116.4000015,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.767745,116.4,5.3496094
-62.00,10.75,1599.41,5250.0307617,-246.0646057,116.4000015,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.7677433,116.4,5.3496094
-62.00,11.00,1599.41,5250.0302734,-246.0644989,116.4000015,5.3431640,2,23/07/2025 09:58:53,52.83384,-2.7677417,116.4,5.343164
-63.00,10.50,1599.41,5250.0302734,-246.0646057,116.4000015,5.3496094,2,23/07/2025 09:58:53,52.83384,-2.7677433,116.4,5.3496094
-64.00,14.25,1599.41,5250.0312500,-246.0650024,116.3000031,5.3431640,2,23/07/2025 09:58:47,52.833855,-2.76775,116.3,5.343164
-62.00,10.75,1599.41,5250.0312500,-246.0650024,116.3000031,5.3431640,2,23/07/2025 09:58:47,52.833855,-2.76775,116.3,5.343164
-64.00,11.50,1599.41,5250.0312500,-246.0646973,116.0999985,5.3496094,2,23/07/2025 09:58:47,52.833855,-2.767745,116.1,5.3496094
-62.00,10.75,1599.41,5250.0307617,-246.0646057,116.0999985,5.3431640,2,23/07/2025 09:58:48,52.833847,-2.7677433,116.1,5.343164
-63.00,11.25,1599.41,5250.0307617,-246.0648041,116.0999985,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.7677467,116.1,5.3496094
-62.00,11.50,1599.41,5250.0307617,-246.0648041,116.0000000,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.7677467,116,5.3496094
-63.00,10.50,1599.41,5250.0307617,-246.0648956,116.0999985,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.7677484,116.1,5.3496094
-63.00,10.75,1599.41,5250.0307617,-246.0648956,116.0999985,5.3496094,2,23/07/2025 09:58:48,52.833847,-2.7677484,116.1,5.3496094
-62.00,11.25,1599.41,5250.0312500,-246.0648956,116.0000000,5.3431640,2,23/07/2025 09:58:47,52.833855,-2.7677484,116,5.343164
-62.00,11.25,1599.41,5250.0312500,-246.0650024,116.0000000,5.3496094,2,23/07/2025 09:58:47,52.833855,-2.76775,116,5.3496094
-62.00,11.25,1599.41,5250.0312500,-246.0650940,116.0000000,5.3496094,2,23/07/2025 09:58:47,52.833855,-2.7677517,116,5.3496094
-63.00,11.25,1599.41,5250.0312500,-246.0650024,116.0000000,5.3496094,2,23/07/2025 09:58:47,52.833855,-2.76775,116,5.3496094
-63.00,11.25,1599.41,5250.0317383,-246.0650024,116.0000000,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.76775,116,5.3496094
-64.00,12.50,1599.41,5250.0317383,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.7677484,116,5.3496094
-63.00,11.00,1599.41,5250.0317383,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.7677484,116,5.3496094
-64.00,14.25,1599.41,5250.0322266,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.7677484,116,5.3496094
-83.00,10.25,1599.41,5250.0322266,-246.0650024,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.76775,116,5.3496094
-74.00,10.50,1599.41,5250.0322266,-246.0650940,116.0000000,5.3431640,2,23/07/2025 09:59:18,52.83387,-2.7677517,116,5.343164
-73.00,13.25,1624.59,5250.0322266,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.7677484,116,5.3496094
-69.00,11.25,1624.59,5250.0322266,-246.0648041,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.7677467,116,5.3496094
-70.00,11.00,1624.59,5250.0317383,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.7677484,116,5.3496094
-88.00,12.50,1599.41,5250.0317383,-246.0646973,116.0000000,5.3496094,2,23/07/2025 09:58:44,52.833862,-2.767745,116,5.3496094
-68.00,10.50,1599.41,5250.0322266,-246.0648956,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.7677484,116,5.3496094
-66.00,10.50,1599.41,5250.0322266,-246.0650024,116.0000000,5.3496094,2,23/07/2025 09:59:18,52.83387,-2.76775,116,5.3496094
-64.00,14.00,1599.41,5250.0332031,-246.0657043,116.0000000,5.3496094,2,23/07/2025 09:58:32,52.833885,-2.7677617,116,5.3496094
