 0: 0: 0.   0, 0/ 0/20 0, -1.0000, -1.0000,-1.000000
23:59:49. 799, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:51. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:52. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:54. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:56. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:58. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:59. 800, 5/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 1. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 3. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 4. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 6. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 8. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:10. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:12. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:13. 800, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:15. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:17. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:19. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:20. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:22. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:24. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:25. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:27. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:29. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:30. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:32. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:34. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:35. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:37. 799, 6/ 1/2080, -1.0000, -1.0000,-1.000000
