 0: 0: 0.   0, 0/ 0/20 0, -1.0000, -1.0000,-1.000000
23:59:49. 870, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:51. 869, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:53. 869, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:55. 869, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:57. 869, 5/ 1/2080, -1.0000, -1.0000,-1.000000
23:59:59. 870, 5/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 0. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 2. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 4. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 6. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0: 8. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:10. 870, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 0: 0:12. 486, 6/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56: 3.  91, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56: 5.  91, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56: 6.  91, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56: 8.  91, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:10.  91, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:12.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:14.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:16.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:18.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:20.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:22.  90, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:24.  86, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:26.  86, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:27.  86, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:29.  86, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:30. 303, 9/ 1/2080, -1.0000, -1.0000,-1.000000
 9:56:32. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:33. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:35. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:36. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:38. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:39. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:41. 303,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:43.  99,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:45.  99,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:47.  99,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:48. 304,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:50. 304,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:51. 304,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:53. 304,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:55.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:56.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:56:58.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57: 0.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57: 2.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57: 4.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57: 6.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57: 8.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:10.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:12.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:13.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:15.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:17.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:19.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:21.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:23.  96,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:24.  86,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:26.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:28.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:30.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:32.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:34.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:36.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:38.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:39.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:41.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:42.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:44.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:45.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:47.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:48.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:50.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:52.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:53.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:54. 213,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:56.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:57.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
 9:57:59.   0,23/ 7/2025, -1.0000, -1.0000,-1.000000
