-89.00,10.75,-1876.47,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:07,52.834263,-2.767305,94.1,5.330273
-89.00,8.75,-1876.47,5250.0556641,-246.0382996,94.0999985,5.3367186,3,24/07/2025 10:29:09,52.834263,-2.767305,94.1,5.3367186
-91.00,9.75,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3367186,3,24/07/2025 10:29:10,52.834263,-2.767305,94.1,5.3367186
-90.00,10.25,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3367186,3,24/07/2025 10:29:12,52.834263,-2.767305,94.1,5.3367186
-90.00,10.50,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:13,52.834263,-2.767305,94.1,5.330273
-90.00,10.50,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:14,52.834263,-2.767305,94.1,5.330273
-90.00,10.25,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:16,52.834263,-2.767305,94.1,5.330273
-90.00,10.50,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:17,52.834263,-2.767305,94.1,5.330273
-90.00,10.50,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:19,52.834263,-2.767305,94.1,5.330273
-91.00,9.25,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:21,52.834263,-2.767305,94.1,5.330273
-90.00,10.50,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:22,52.834263,-2.767305,94.1,5.330273
-90.00,10.50,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:24,52.834263,-2.767305,94.1,5.330273
-90.00,10.00,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:25,52.834263,-2.767305,94.1,5.330273
-90.00,10.25,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:27,52.834263,-2.767305,94.1,5.330273
-90.00,10.25,-1901.66,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:28,52.834263,-2.767305,94.1,5.330273
-90.00,10.00,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3367186,3,24/07/2025 10:29:30,52.834263,-2.767305,94.1,5.3367186
-89.00,10.75,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:31,52.834263,-2.767305,94.1,5.330273
-89.00,11.00,-1926.84,5250.0556641,-246.0382996,94.0999985,5.3302732,3,24/07/2025 10:29:33,52.834263,-2.767305,94.1,5.330273
